Booth,Stop Name,location_id,zone,borough
R217A,Bleecker St,114,Greenwich Village South,Manhattan
N528,East Broadway,232,Two Bridges/Seward Park,Manhattan
N529,East Broadway,232,Two Bridges/Seward Park,Manhattan
N530,York St,66,DUMBO/Vinegar Hill,Brooklyn
N534,Carroll St,40,Carroll Gardens,Brooklyn
N535,Carroll St,40,Carroll Gardens,Brooklyn
N541,15 St - Prospect Park,257,Windsor Terrace,Brooklyn
N542,15 St - Prospect Park,257,Windsor Terrace,Brooklyn
N543,Fort Hamilton Pkwy,257,Windsor Terrace,Brooklyn
N544,Fort Hamilton Pkwy,257,Windsor Terrace,Brooklyn
N545,Church Av,133,Kensington,Brooklyn
N546,Church Av,133,Kensington,Brooklyn
N547,Ditmas Av,133,Kensington,Brooklyn
N548,Ditmas Av,133,Kensington,Brooklyn
N551,Avenue I,178,Ocean Parkway South,Brooklyn
N553,Bay Pkwy,178,Ocean Parkway South,Brooklyn
N556,Avenue P,178,Ocean Parkway South,Brooklyn
N557,Kings Hwy,123,Homecrest,Brooklyn
N558,Kings Hwy,123,Homecrest,Brooklyn
N602,Roosevelt Island,202,Roosevelt Island,Manhattan
N603,21 St - Queensbridge,193,Queensbridge/Ravenswood,Queens
R121,Houston St,125,Hudson Sq,Manhattan
R122,Houston St,125,Hudson Sq,Manhattan
R123,Houston St,125,Hudson Sq,Manhattan
R124,Houston St,125,Hudson Sq,Manhattan
R161A,72 St,143,Lincoln Square West,Manhattan
R161B,72 St,143,Lincoln Square West,Manhattan
R162,79 St,239,Upper West Side South,Manhattan
R163,79 St,239,Upper West Side South,Manhattan
R164,86 St,238,Upper West Side North,Manhattan
R165,86 St,238,Upper West Side North,Manhattan
R166,86 St,238,Upper West Side North,Manhattan
R168,96 St,238,Upper West Side North,Manhattan
R168A,96 St,238,Upper West Side North,Manhattan
R170,103 St,151,Manhattan Valley,Manhattan
R171,Cathedral Pkwy,24,Bloomingdale,Manhattan
R172,Cathedral Pkwy,24,Bloomingdale,Manhattan
R192,Marble Hill - 225 St,153,Marble Hill,Manhattan
R194,231 St,220,Spuyten Duyvil/Kingsbridge,Bronx
R196,238 St,220,Spuyten Duyvil/Kingsbridge,Bronx
R197,Van Cortlandt Park - 242 St,220,Spuyten Duyvil/Kingsbridge,Bronx
R233,Grand Central - 42 St,162,Midtown East,Manhattan
R236,Grand Central - 42 St,162,Midtown East,Manhattan
R237,Grand Central - 42 St,162,Midtown East,Manhattan
R237B,Grand Central - 42 St,162,Midtown East,Manhattan
R238,Grand Central - 42 St,162,Midtown East,Manhattan
R238A,Grand Central - 42 St,162,Midtown East,Manhattan
R240,Grand Central - 42 St,162,Midtown East,Manhattan
R241A,Grand Central - 42 St,162,Midtown East,Manhattan
R242,51 St,162,Midtown East,Manhattan
R242A,51 St,162,Midtown East,Manhattan
R243,51 St,162,Midtown East,Manhattan
R249,86 St,236,Upper East Side North,Manhattan
R250,86 St,236,Upper East Side North,Manhattan
R251,96 St,236,Upper East Side North,Manhattan
R252,103 St,75,East Harlem South,Manhattan
R253,110 St,75,East Harlem South,Manhattan
R254,110 St,75,East Harlem South,Manhattan
R256,116 St,74,East Harlem North,Manhattan
R257,116 St,74,East Harlem North,Manhattan
R259,138 St - Grand Concourse,168,Mott Haven/Port Morris,Bronx
R260,149 St - Grand Concourse,168,Mott Haven/Port Morris,Bronx
R261,149 St - Grand Concourse,168,Mott Haven/Port Morris,Bronx
R401,3 Av - 138 St,168,Mott Haven/Port Morris,Bronx
R402,Brook Av,168,Mott Haven/Port Morris,Bronx
R403,Brook Av,168,Mott Haven/Port Morris,Bronx
R404,Cypress Av,168,Mott Haven/Port Morris,Bronx
R405,Cypress Av,168,Mott Haven/Port Morris,Bronx
R406,E 143 St - St Mary's St,168,Mott Haven/Port Morris,Bronx
R407,E 143 St - St Mary's St,168,Mott Haven/Port Morris,Bronx
R286,176 St,235,University Heights/Morris Heights,Bronx
R287,Burnside Av,235,University Heights/Morris Heights,Bronx
R290,Kingsbridge Rd,241,Van Cortlandt Village,Bronx
R291,Bedford Park Blvd - Lehman College,241,Van Cortlandt Village,Bronx
R310,3 Av - 149 St,159,Melrose South,Bronx
R311,3 Av - 149 St,159,Melrose South,Bronx
R312,Jackson Av,159,Melrose South,Bronx
R314,Prospect Av,159,Melrose South,Bronx
R315,Prospect Av,159,Melrose South,Bronx
R316,Intervale Av,147,Longwood,Bronx
R408,E 149 St,147,Longwood,Bronx
R409,E 149 St,147,Longwood,Bronx
R410,Longwood Av,147,Longwood,Bronx
R411,Longwood Av,147,Longwood,Bronx
R317,Simpson St,126,Hunts Point,Bronx
R318,Simpson St,126,Hunts Point,Bronx
R412,Hunts Point Av,126,Hunts Point,Bronx
R413,Whitlock Av,126,Hunts Point,Bronx
R319,Freeman St,167,Morrisania/Melrose,Bronx
R320,Freeman St,167,Morrisania/Melrose,Bronx
R321,174 St,60,Crotona Park East,Bronx
R322,174 St,60,Crotona Park East,Bronx
R323,West Farms Sq - E Tremont Av,78,East Tremont,Bronx
R323A,West Farms Sq - E Tremont Av,78,East Tremont,Bronx
R325,E 180 St,78,East Tremont,Bronx
R326,Bronx Park East,78,East Tremont,Bronx
R327,Pelham Pkwy,185,Pelham Parkway,Bronx
R328,Pelham Pkwy,185,Pelham Parkway,Bronx
R726,Morris Park,185,Pelham Parkway,Bronx
R329,Allerton Av,32,Bronxdale,Bronx
R330,Burke Av,32,Bronxdale,Bronx
R331,Gun Hill Rd,254,Williamsbridge/Olinville,Bronx
R332,219 St,254,Williamsbridge/Olinville,Bronx
R333,225 St,254,Williamsbridge/Olinville,Bronx
R334,233 St,254,Williamsbridge/Olinville,Bronx
R335,Nereid Av,259,Woodlawn/Wakefield,Bronx
R336,Wakefield - 241 St,259,Woodlawn/Wakefield,Bronx
R414,Elder Av,248,West Farms/Bronx River,Bronx
R415,Morrison Av- Sound View,212,Soundview/Bruckner,Bronx
R416,St Lawrence Av,212,Soundview/Bruckner,Bronx
R417,Parkchester,212,Soundview/Bruckner,Bronx
R418,Castle Hill Av,250,Westchester Village/Unionport,Bronx
R419,Zerega Av,250,Westchester Village/Unionport,Bronx
R420,Westchester Sq - E Tremont Av,242,Van Nest/Morris Park,Bronx
R421,Middletown Rd,183,Pelham Bay,Bronx
R422,Buhre Av,183,Pelham Bay,Bronx
R423,Pelham Bay Park,183,Pelham Bay,Bronx
R514,Astoria Blvd,223,Steinway,Queens
R515,Astoria - Ditmars Blvd,223,Steinway,Queens
R516,33 St,226,Sunnyside,Queens
R517,33 St,226,Sunnyside,Queens
R518,40 St,226,Sunnyside,Queens
R519,46 St,226,Sunnyside,Queens
R520,46 St,226,Sunnyside,Queens
R521,52 St,226,Sunnyside,Queens
R526,82 St - Jackson Hts,129,Jackson Heights,Queens
R527,90 St - Elmhurst Av,129,Jackson Heights,Queens
R529,103 St - Corona Plaza,173,North Corona,Queens
R530,111 St,173,North Corona,Queens
R533,Flushing - Main St,92,Flushing,Queens
R534,Flushing - Main St,92,Flushing,Queens
R600,Clark St,33,Brooklyn Heights,Brooklyn
R621,Eastern Pkwy - Brooklyn Museum,190,Prospect Park,Brooklyn
R641,Beverly Rd,85,Erasmus,Brooklyn
R643,Newkirk Av,71,East Flatbush/Farragut,Brooklyn
R644,Newkirk Av,71,East Flatbush/Farragut,Brooklyn
R727,Pelham Pkwy,3,Allerton/Pelham Gardens,Bronx
R728,Gun Hill Rd,3,Allerton/Pelham Gardens,Bronx
R729,Baychester Av,51,Co-Op City,Bronx
R730,Eastchester - Dyre Av,81,Eastchester,Bronx
S101,St George,206,Saint George/New Brighton,Staten Island
S101A,St George,206,Saint George/New Brighton,Staten Island
S102,Tompkinsville,221,Stapleton,Staten Island
