,map,time,hour,weekday,week,timegroup,timegroupstr,date,inflow_counts,outflow_counts,loop_counts
41,2020-01-02 17,2020-01-02 17:00:00,17,Thursday,1,0,daytime,2020-01-02,58.0,110.0,1.0
42,2020-01-02 18,2020-01-02 18:00:00,18,Thursday,1,0,daytime,2020-01-02,38.0,74.0,4.0
43,2020-01-02 19,2020-01-02 19:00:00,19,Thursday,1,0,daytime,2020-01-02,24.0,32.0,3.0
44,2020-01-02 20,2020-01-02 20:00:00,20,Thursday,1,1,8pm - 12am,2020-01-02,14.0,13.0,2.0
45,2020-01-02 21,2020-01-02 21:00:00,21,Thursday,1,1,8pm - 12am,2020-01-02,8.0,19.0,1.0
46,2020-01-02 22,2020-01-02 22:00:00,22,Thursday,1,1,8pm - 12am,2020-01-02,9.0,17.0,0.0
47,2020-01-02 23,2020-01-02 23:00:00,23,Thursday,1,1,8pm - 12am,2020-01-02,3.0,7.0,1.0
48,2020-01-03 00,2020-01-03 00:00:00,0,Friday,1,2,12am - 4am,2020-01-03,1.0,4.0,0.0
49,2020-01-03 01,2020-01-03 01:00:00,1,Friday,1,2,12am - 4am,2020-01-03,1.0,5.0,0.0
50,2020-01-03 02,2020-01-03 02:00:00,2,Friday,1,2,12am - 4am,2020-01-03,4.0,0.0,1.0
51,2020-01-03 03,2020-01-03 03:00:00,3,Friday,1,2,12am - 4am,2020-01-03,1.0,0.0,0.0
52,2020-01-03 04,2020-01-03 04:00:00,4,Friday,1,0,daytime,2020-01-03,1.0,0.0,0.0
53,2020-01-03 05,2020-01-03 05:00:00,5,Friday,1,0,daytime,2020-01-03,5.0,0.0,1.0
54,2020-01-03 06,2020-01-03 06:00:00,6,Friday,1,0,daytime,2020-01-03,13.0,2.0,0.0
55,2020-01-03 07,2020-01-03 07:00:00,7,Friday,1,0,daytime,2020-01-03,17.0,4.0,0.0
56,2020-01-03 08,2020-01-03 08:00:00,8,Friday,1,0,daytime,2020-01-03,53.0,20.0,1.0
57,2020-01-03 09,2020-01-03 09:00:00,9,Friday,1,0,daytime,2020-01-03,29.0,20.0,0.0
58,2020-01-03 10,2020-01-03 10:00:00,10,Friday,1,0,daytime,2020-01-03,6.0,8.0,0.0
59,2020-01-03 11,2020-01-03 11:00:00,11,Friday,1,0,daytime,2020-01-03,16.0,9.0,1.0
60,2020-01-03 12,2020-01-03 12:00:00,12,Friday,1,0,daytime,2020-01-03,17.0,24.0,1.0
61,2020-01-03 13,2020-01-03 13:00:00,13,Friday,1,0,daytime,2020-01-03,14.0,19.0,3.0
62,2020-01-03 14,2020-01-03 14:00:00,14,Friday,1,0,daytime,2020-01-03,21.0,35.0,2.0
63,2020-01-03 15,2020-01-03 15:00:00,15,Friday,1,0,daytime,2020-01-03,27.0,25.0,1.0
64,2020-01-03 16,2020-01-03 16:00:00,16,Friday,1,0,daytime,2020-01-03,29.0,76.0,2.0
65,2020-01-03 17,2020-01-03 17:00:00,17,Friday,1,0,daytime,2020-01-03,23.0,106.0,3.0
66,2020-01-03 18,2020-01-03 18:00:00,18,Friday,1,0,daytime,2020-01-03,22.0,46.0,2.0
67,2020-01-03 19,2020-01-03 19:00:00,19,Friday,1,0,daytime,2020-01-03,18.0,12.0,1.0
68,2020-01-03 20,2020-01-03 20:00:00,20,Friday,1,1,8pm - 12am,2020-01-03,3.0,9.0,1.0
69,2020-01-03 21,2020-01-03 21:00:00,21,Friday,1,1,8pm - 12am,2020-01-03,5.0,6.0,1.0
70,2020-01-03 22,2020-01-03 22:00:00,22,Friday,1,1,8pm - 12am,2020-01-03,1.0,3.0,0.0
71,2020-01-03 23,2020-01-03 23:00:00,23,Friday,1,1,8pm - 12am,2020-01-03,0.0,2.0,0.0
72,2020-01-04 00,2020-01-04 00:00:00,0,Saturday,1,2,12am - 4am,2020-01-04,1.0,5.0,0.0
73,2020-01-04 01,2020-01-04 01:00:00,1,Saturday,1,2,12am - 4am,2020-01-04,0.0,2.0,0.0
74,2020-01-04 02,2020-01-04 02:00:00,2,Saturday,1,2,12am - 4am,2020-01-04,0.0,1.0,0.0
75,2020-01-04 03,2020-01-04 03:00:00,3,Saturday,1,2,12am - 4am,2020-01-04,0.0,0.0,0.0
76,2020-01-04 04,2020-01-04 04:00:00,4,Saturday,1,0,daytime,2020-01-04,0.0,0.0,0.0
77,2020-01-04 05,2020-01-04 05:00:00,5,Saturday,1,0,daytime,2020-01-04,0.0,0.0,0.0
78,2020-01-04 06,2020-01-04 06:00:00,6,Saturday,1,0,daytime,2020-01-04,3.0,1.0,0.0
79,2020-01-04 07,2020-01-04 07:00:00,7,Saturday,1,0,daytime,2020-01-04,0.0,1.0,0.0
80,2020-01-04 08,2020-01-04 08:00:00,8,Saturday,1,0,daytime,2020-01-04,5.0,3.0,0.0
81,2020-01-04 09,2020-01-04 09:00:00,9,Saturday,1,0,daytime,2020-01-04,8.0,8.0,0.0
82,2020-01-04 10,2020-01-04 10:00:00,10,Saturday,1,0,daytime,2020-01-04,16.0,11.0,1.0
83,2020-01-04 11,2020-01-04 11:00:00,11,Saturday,1,0,daytime,2020-01-04,23.0,15.0,0.0
84,2020-01-04 12,2020-01-04 12:00:00,12,Saturday,1,0,daytime,2020-01-04,17.0,10.0,1.0
85,2020-01-04 13,2020-01-04 13:00:00,13,Saturday,1,0,daytime,2020-01-04,13.0,13.0,0.0
86,2020-01-04 14,2020-01-04 14:00:00,14,Saturday,1,0,daytime,2020-01-04,14.0,16.0,0.0
87,2020-01-04 15,2020-01-04 15:00:00,15,Saturday,1,0,daytime,2020-01-04,13.0,16.0,0.0
88,2020-01-04 16,2020-01-04 16:00:00,16,Saturday,1,0,daytime,2020-01-04,13.0,10.0,0.0
89,2020-01-04 17,2020-01-04 17:00:00,17,Saturday,1,0,daytime,2020-01-04,16.0,27.0,0.0
90,2020-01-04 18,2020-01-04 18:00:00,18,Saturday,1,0,daytime,2020-01-04,9.0,10.0,1.0
91,2020-01-04 19,2020-01-04 19:00:00,19,Saturday,1,0,daytime,2020-01-04,9.0,11.0,1.0
92,2020-01-04 20,2020-01-04 20:00:00,20,Saturday,1,1,8pm - 12am,2020-01-04,7.0,12.0,0.0
93,2020-01-04 21,2020-01-04 21:00:00,21,Saturday,1,1,8pm - 12am,2020-01-04,6.0,3.0,0.0
94,2020-01-04 22,2020-01-04 22:00:00,22,Saturday,1,1,8pm - 12am,2020-01-04,1.0,6.0,0.0
95,2020-01-04 23,2020-01-04 23:00:00,23,Saturday,1,1,8pm - 12am,2020-01-04,7.0,6.0,0.0
96,2020-01-05 00,2020-01-05 00:00:00,0,Sunday,1,2,12am - 4am,2020-01-05,3.0,8.0,0.0
97,2020-01-05 01,2020-01-05 01:00:00,1,Sunday,1,2,12am - 4am,2020-01-05,2.0,2.0,0.0
98,2020-01-05 02,2020-01-05 02:00:00,2,Sunday,1,2,12am - 4am,2020-01-05,2.0,0.0,0.0
99,2020-01-05 03,2020-01-05 03:00:00,3,Sunday,1,2,12am - 4am,2020-01-05,0.0,2.0,1.0
100,2020-01-05 04,2020-01-05 04:00:00,4,Sunday,1,0,daytime,2020-01-05,0.0,0.0,0.0
101,2020-01-05 05,2020-01-05 05:00:00,5,Sunday,1,0,daytime,2020-01-05,0.0,0.0,0.0
102,2020-01-05 06,2020-01-05 06:00:00,6,Sunday,1,0,daytime,2020-01-05,0.0,0.0,0.0
103,2020-01-05 07,2020-01-05 07:00:00,7,Sunday,1,0,daytime,2020-01-05,1.0,0.0,0.0
104,2020-01-05 08,2020-01-05 08:00:00,8,Sunday,1,0,daytime,2020-01-05,9.0,3.0,0.0
105,2020-01-05 09,2020-01-05 09:00:00,9,Sunday,1,0,daytime,2020-01-05,14.0,4.0,0.0
106,2020-01-05 10,2020-01-05 10:00:00,10,Sunday,1,0,daytime,2020-01-05,6.0,8.0,1.0
107,2020-01-05 11,2020-01-05 11:00:00,11,Sunday,1,0,daytime,2020-01-05,6.0,9.0,1.0
108,2020-01-05 12,2020-01-05 12:00:00,12,Sunday,1,0,daytime,2020-01-05,16.0,7.0,0.0
109,2020-01-05 13,2020-01-05 13:00:00,13,Sunday,1,0,daytime,2020-01-05,13.0,7.0,0.0
110,2020-01-05 14,2020-01-05 14:00:00,14,Sunday,1,0,daytime,2020-01-05,19.0,15.0,0.0
111,2020-01-05 15,2020-01-05 15:00:00,15,Sunday,1,0,daytime,2020-01-05,20.0,15.0,0.0
112,2020-01-05 16,2020-01-05 16:00:00,16,Sunday,1,0,daytime,2020-01-05,22.0,19.0,0.0
113,2020-01-05 17,2020-01-05 17:00:00,17,Sunday,1,0,daytime,2020-01-05,20.0,18.0,1.0
114,2020-01-05 18,2020-01-05 18:00:00,18,Sunday,1,0,daytime,2020-01-05,7.0,17.0,0.0
115,2020-01-05 19,2020-01-05 19:00:00,19,Sunday,1,0,daytime,2020-01-05,5.0,6.0,0.0
116,2020-01-05 20,2020-01-05 20:00:00,20,Sunday,1,1,8pm - 12am,2020-01-05,0.0,7.0,1.0
117,2020-01-05 21,2020-01-05 21:00:00,21,Sunday,1,1,8pm - 12am,2020-01-05,3.0,4.0,0.0
118,2020-01-05 22,2020-01-05 22:00:00,22,Sunday,1,1,8pm - 12am,2020-01-05,0.0,6.0,1.0
119,2020-01-05 23,2020-01-05 23:00:00,23,Sunday,1,1,8pm - 12am,2020-01-05,2.0,3.0,0.0
120,2020-01-06 00,2020-01-06 00:00:00,0,Monday,2,2,12am - 4am,2020-01-06,2.0,2.0,0.0
121,2020-01-06 01,2020-01-06 01:00:00,1,Monday,2,2,12am - 4am,2020-01-06,1.0,0.0,0.0
122,2020-01-06 02,2020-01-06 02:00:00,2,Monday,2,2,12am - 4am,2020-01-06,0.0,0.0,0.0
123,2020-01-06 03,2020-01-06 03:00:00,3,Monday,2,2,12am - 4am,2020-01-06,1.0,0.0,0.0
124,2020-01-06 04,2020-01-06 04:00:00,4,Monday,2,0,daytime,2020-01-06,0.0,0.0,0.0
125,2020-01-06 05,2020-01-06 05:00:00,5,Monday,2,0,daytime,2020-01-06,10.0,2.0,1.0
126,2020-01-06 06,2020-01-06 06:00:00,6,Monday,2,0,daytime,2020-01-06,28.0,5.0,0.0
127,2020-01-06 07,2020-01-06 07:00:00,7,Monday,2,0,daytime,2020-01-06,81.0,14.0,3.0
128,2020-01-06 08,2020-01-06 08:00:00,8,Monday,2,0,daytime,2020-01-06,138.0,40.0,7.0
129,2020-01-06 09,2020-01-06 09:00:00,9,Monday,2,0,daytime,2020-01-06,100.0,45.0,3.0
130,2020-01-06 10,2020-01-06 10:00:00,10,Monday,2,0,daytime,2020-01-06,15.0,15.0,2.0
131,2020-01-06 11,2020-01-06 11:00:00,11,Monday,2,0,daytime,2020-01-06,17.0,23.0,3.0
132,2020-01-06 12,2020-01-06 12:00:00,12,Monday,2,0,daytime,2020-01-06,17.0,31.0,4.0
133,2020-01-06 13,2020-01-06 13:00:00,13,Monday,2,0,daytime,2020-01-06,16.0,19.0,1.0
134,2020-01-06 14,2020-01-06 14:00:00,14,Monday,2,0,daytime,2020-01-06,23.0,28.0,1.0
135,2020-01-06 15,2020-01-06 15:00:00,15,Monday,2,0,daytime,2020-01-06,20.0,35.0,3.0
136,2020-01-06 16,2020-01-06 16:00:00,16,Monday,2,0,daytime,2020-01-06,28.0,55.0,0.0
137,2020-01-06 17,2020-01-06 17:00:00,17,Monday,2,0,daytime,2020-01-06,34.0,147.0,5.0
138,2020-01-06 18,2020-01-06 18:00:00,18,Monday,2,0,daytime,2020-01-06,40.0,119.0,4.0
139,2020-01-06 19,2020-01-06 19:00:00,19,Monday,2,0,daytime,2020-01-06,27.0,73.0,2.0
140,2020-01-06 20,2020-01-06 20:00:00,20,Monday,2,1,8pm - 12am,2020-01-06,8.0,24.0,0.0
141,2020-01-06 21,2020-01-06 21:00:00,21,Monday,2,1,8pm - 12am,2020-01-06,5.0,4.0,0.0
142,2020-01-06 22,2020-01-06 22:00:00,22,Monday,2,1,8pm - 12am,2020-01-06,5.0,4.0,0.0
143,2020-01-06 23,2020-01-06 23:00:00,23,Monday,2,1,8pm - 12am,2020-01-06,4.0,5.0,0.0
144,2020-01-07 00,2020-01-07 00:00:00,0,Tuesday,2,2,12am - 4am,2020-01-07,5.0,5.0,0.0
145,2020-01-07 01,2020-01-07 01:00:00,1,Tuesday,2,2,12am - 4am,2020-01-07,0.0,0.0,0.0
146,2020-01-07 02,2020-01-07 02:00:00,2,Tuesday,2,2,12am - 4am,2020-01-07,0.0,1.0,1.0
147,2020-01-07 03,2020-01-07 03:00:00,3,Tuesday,2,2,12am - 4am,2020-01-07,1.0,1.0,0.0
148,2020-01-07 04,2020-01-07 04:00:00,4,Tuesday,2,0,daytime,2020-01-07,2.0,0.0,0.0
149,2020-01-07 05,2020-01-07 05:00:00,5,Tuesday,2,0,daytime,2020-01-07,14.0,4.0,0.0
150,2020-01-07 06,2020-01-07 06:00:00,6,Tuesday,2,0,daytime,2020-01-07,42.0,5.0,1.0
151,2020-01-07 07,2020-01-07 07:00:00,7,Tuesday,2,0,daytime,2020-01-07,82.0,23.0,4.0
152,2020-01-07 08,2020-01-07 08:00:00,8,Tuesday,2,0,daytime,2020-01-07,171.0,52.0,2.0
153,2020-01-07 09,2020-01-07 09:00:00,9,Tuesday,2,0,daytime,2020-01-07,97.0,40.0,0.0
154,2020-01-07 10,2020-01-07 10:00:00,10,Tuesday,2,0,daytime,2020-01-07,28.0,29.0,1.0
155,2020-01-07 11,2020-01-07 11:00:00,11,Tuesday,2,0,daytime,2020-01-07,26.0,26.0,5.0
156,2020-01-07 12,2020-01-07 12:00:00,12,Tuesday,2,0,daytime,2020-01-07,22.0,23.0,2.0
157,2020-01-07 13,2020-01-07 13:00:00,13,Tuesday,2,0,daytime,2020-01-07,24.0,29.0,1.0
158,2020-01-07 14,2020-01-07 14:00:00,14,Tuesday,2,0,daytime,2020-01-07,21.0,34.0,1.0
159,2020-01-07 15,2020-01-07 15:00:00,15,Tuesday,2,0,daytime,2020-01-07,30.0,39.0,3.0
160,2020-01-07 16,2020-01-07 16:00:00,16,Tuesday,2,0,daytime,2020-01-07,25.0,67.0,0.0
161,2020-01-07 17,2020-01-07 17:00:00,17,Tuesday,2,0,daytime,2020-01-07,34.0,159.0,2.0
162,2020-01-07 18,2020-01-07 18:00:00,18,Tuesday,2,0,daytime,2020-01-07,50.0,145.0,1.0
163,2020-01-07 19,2020-01-07 19:00:00,19,Tuesday,2,0,daytime,2020-01-07,14.0,36.0,1.0
164,2020-01-07 20,2020-01-07 20:00:00,20,Tuesday,2,1,8pm - 12am,2020-01-07,7.0,7.0,0.0
165,2020-01-07 21,2020-01-07 21:00:00,21,Tuesday,2,1,8pm - 12am,2020-01-07,5.0,12.0,0.0
166,2020-01-07 22,2020-01-07 22:00:00,22,Tuesday,2,1,8pm - 12am,2020-01-07,6.0,9.0,1.0
167,2020-01-07 23,2020-01-07 23:00:00,23,Tuesday,2,1,8pm - 12am,2020-01-07,2.0,5.0,0.0
168,2020-01-08 00,2020-01-08 00:00:00,0,Wednesday,2,2,12am - 4am,2020-01-08,2.0,3.0,0.0
169,2020-01-08 01,2020-01-08 01:00:00,1,Wednesday,2,2,12am - 4am,2020-01-08,0.0,0.0,0.0
170,2020-01-08 02,2020-01-08 02:00:00,2,Wednesday,2,2,12am - 4am,2020-01-08,1.0,0.0,0.0
171,2020-01-08 03,2020-01-08 03:00:00,3,Wednesday,2,2,12am - 4am,2020-01-08,0.0,0.0,0.0
172,2020-01-08 04,2020-01-08 04:00:00,4,Wednesday,2,0,daytime,2020-01-08,1.0,0.0,0.0
173,2020-01-08 05,2020-01-08 05:00:00,5,Wednesday,2,0,daytime,2020-01-08,11.0,0.0,2.0
174,2020-01-08 06,2020-01-08 06:00:00,6,Wednesday,2,0,daytime,2020-01-08,37.0,1.0,3.0
175,2020-01-08 07,2020-01-08 07:00:00,7,Wednesday,2,0,daytime,2020-01-08,80.0,28.0,5.0
176,2020-01-08 08,2020-01-08 08:00:00,8,Wednesday,2,0,daytime,2020-01-08,152.0,40.0,5.0
177,2020-01-08 09,2020-01-08 09:00:00,9,Wednesday,2,0,daytime,2020-01-08,81.0,39.0,1.0
178,2020-01-08 10,2020-01-08 10:00:00,10,Wednesday,2,0,daytime,2020-01-08,24.0,19.0,1.0
179,2020-01-08 11,2020-01-08 11:00:00,11,Wednesday,2,0,daytime,2020-01-08,15.0,12.0,1.0
180,2020-01-08 12,2020-01-08 12:00:00,12,Wednesday,2,0,daytime,2020-01-08,16.0,30.0,5.0
181,2020-01-08 13,2020-01-08 13:00:00,13,Wednesday,2,0,daytime,2020-01-08,26.0,21.0,7.0
182,2020-01-08 14,2020-01-08 14:00:00,14,Wednesday,2,0,daytime,2020-01-08,18.0,24.0,0.0
183,2020-01-08 15,2020-01-08 15:00:00,15,Wednesday,2,0,daytime,2020-01-08,18.0,25.0,0.0
184,2020-01-08 16,2020-01-08 16:00:00,16,Wednesday,2,0,daytime,2020-01-08,20.0,57.0,0.0
185,2020-01-08 17,2020-01-08 17:00:00,17,Wednesday,2,0,daytime,2020-01-08,44.0,142.0,1.0
186,2020-01-08 18,2020-01-08 18:00:00,18,Wednesday,2,0,daytime,2020-01-08,24.0,97.0,2.0
187,2020-01-08 19,2020-01-08 19:00:00,19,Wednesday,2,0,daytime,2020-01-08,22.0,52.0,3.0
188,2020-01-08 20,2020-01-08 20:00:00,20,Wednesday,2,1,8pm - 12am,2020-01-08,16.0,18.0,0.0
189,2020-01-08 21,2020-01-08 21:00:00,21,Wednesday,2,1,8pm - 12am,2020-01-08,4.0,20.0,0.0
190,2020-01-08 22,2020-01-08 22:00:00,22,Wednesday,2,1,8pm - 12am,2020-01-08,1.0,8.0,0.0
191,2020-01-08 23,2020-01-08 23:00:00,23,Wednesday,2,1,8pm - 12am,2020-01-08,1.0,7.0,0.0
192,2020-01-09 00,2020-01-09 00:00:00,0,Thursday,2,2,12am - 4am,2020-01-09,0.0,1.0,0.0
193,2020-01-09 01,2020-01-09 01:00:00,1,Thursday,2,2,12am - 4am,2020-01-09,1.0,1.0,0.0
194,2020-01-09 02,2020-01-09 02:00:00,2,Thursday,2,2,12am - 4am,2020-01-09,1.0,1.0,0.0
195,2020-01-09 03,2020-01-09 03:00:00,3,Thursday,2,2,12am - 4am,2020-01-09,0.0,1.0,0.0
196,2020-01-09 04,2020-01-09 04:00:00,4,Thursday,2,0,daytime,2020-01-09,1.0,1.0,0.0
197,2020-01-09 05,2020-01-09 05:00:00,5,Thursday,2,0,daytime,2020-01-09,8.0,2.0,0.0
198,2020-01-09 06,2020-01-09 06:00:00,6,Thursday,2,0,daytime,2020-01-09,33.0,5.0,0.0
199,2020-01-09 07,2020-01-09 07:00:00,7,Thursday,2,0,daytime,2020-01-09,76.0,20.0,3.0
200,2020-01-09 08,2020-01-09 08:00:00,8,Thursday,2,0,daytime,2020-01-09,114.0,35.0,2.0
201,2020-01-09 09,2020-01-09 09:00:00,9,Thursday,2,0,daytime,2020-01-09,81.0,33.0,0.0
202,2020-01-09 10,2020-01-09 10:00:00,10,Thursday,2,0,daytime,2020-01-09,14.0,20.0,0.0
203,2020-01-09 11,2020-01-09 11:00:00,11,Thursday,2,0,daytime,2020-01-09,17.0,15.0,1.0
204,2020-01-09 12,2020-01-09 12:00:00,12,Thursday,2,0,daytime,2020-01-09,17.0,24.0,0.0
205,2020-01-09 13,2020-01-09 13:00:00,13,Thursday,2,0,daytime,2020-01-09,8.0,21.0,3.0
206,2020-01-09 14,2020-01-09 14:00:00,14,Thursday,2,0,daytime,2020-01-09,18.0,20.0,3.0
207,2020-01-09 15,2020-01-09 15:00:00,15,Thursday,2,0,daytime,2020-01-09,24.0,35.0,3.0
208,2020-01-09 16,2020-01-09 16:00:00,16,Thursday,2,0,daytime,2020-01-09,25.0,53.0,1.0
209,2020-01-09 17,2020-01-09 17:00:00,17,Thursday,2,0,daytime,2020-01-09,41.0,127.0,4.0
210,2020-01-09 18,2020-01-09 18:00:00,18,Thursday,2,0,daytime,2020-01-09,36.0,99.0,1.0
211,2020-01-09 19,2020-01-09 19:00:00,19,Thursday,2,0,daytime,2020-01-09,14.0,50.0,2.0
212,2020-01-09 20,2020-01-09 20:00:00,20,Thursday,2,1,8pm - 12am,2020-01-09,12.0,19.0,0.0
213,2020-01-09 21,2020-01-09 21:00:00,21,Thursday,2,1,8pm - 12am,2020-01-09,12.0,7.0,3.0
214,2020-01-09 22,2020-01-09 22:00:00,22,Thursday,2,1,8pm - 12am,2020-01-09,2.0,11.0,0.0
215,2020-01-09 23,2020-01-09 23:00:00,23,Thursday,2,1,8pm - 12am,2020-01-09,6.0,8.0,0.0
216,2020-01-10 00,2020-01-10 00:00:00,0,Friday,2,2,12am - 4am,2020-01-10,0.0,2.0,0.0
217,2020-01-10 01,2020-01-10 01:00:00,1,Friday,2,2,12am - 4am,2020-01-10,1.0,0.0,0.0
218,2020-01-10 02,2020-01-10 02:00:00,2,Friday,2,2,12am - 4am,2020-01-10,0.0,2.0,0.0
219,2020-01-10 03,2020-01-10 03:00:00,3,Friday,2,2,12am - 4am,2020-01-10,1.0,0.0,0.0
220,2020-01-10 04,2020-01-10 04:00:00,4,Friday,2,0,daytime,2020-01-10,1.0,1.0,0.0
221,2020-01-10 05,2020-01-10 05:00:00,5,Friday,2,0,daytime,2020-01-10,13.0,1.0,0.0
222,2020-01-10 06,2020-01-10 06:00:00,6,Friday,2,0,daytime,2020-01-10,36.0,4.0,0.0
223,2020-01-10 07,2020-01-10 07:00:00,7,Friday,2,0,daytime,2020-01-10,87.0,25.0,5.0
224,2020-01-10 08,2020-01-10 08:00:00,8,Friday,2,0,daytime,2020-01-10,135.0,46.0,4.0
225,2020-01-10 09,2020-01-10 09:00:00,9,Friday,2,0,daytime,2020-01-10,79.0,27.0,0.0
226,2020-01-10 10,2020-01-10 10:00:00,10,Friday,2,0,daytime,2020-01-10,23.0,25.0,0.0
227,2020-01-10 11,2020-01-10 11:00:00,11,Friday,2,0,daytime,2020-01-10,14.0,27.0,3.0
228,2020-01-10 12,2020-01-10 12:00:00,12,Friday,2,0,daytime,2020-01-10,33.0,35.0,2.0
229,2020-01-10 13,2020-01-10 13:00:00,13,Friday,2,0,daytime,2020-01-10,25.0,29.0,4.0
230,2020-01-10 14,2020-01-10 14:00:00,14,Friday,2,0,daytime,2020-01-10,24.0,36.0,0.0
231,2020-01-10 15,2020-01-10 15:00:00,15,Friday,2,0,daytime,2020-01-10,25.0,38.0,3.0
232,2020-01-10 16,2020-01-10 16:00:00,16,Friday,2,0,daytime,2020-01-10,29.0,86.0,1.0
233,2020-01-10 17,2020-01-10 17:00:00,17,Friday,2,0,daytime,2020-01-10,41.0,162.0,5.0
234,2020-01-10 18,2020-01-10 18:00:00,18,Friday,2,0,daytime,2020-01-10,43.0,97.0,2.0
