,hex_id_8,night_pop,day_pop,venue_count,business_count,LotArea,ComArea,ResArea,OfficeArea,RetailArea,FactryArea,NumBldgs,boro_name
198,882a1060b7fffff,35.0,10.0,0,2,9630390.0,9196.0,38813.0,7596.0,0.0,0.0,38.0,Staten Island
199,882a1062edfffff,3590.0,1289.0,0,94,16375383.0,1167355.0,1632468.0,14720.0,2556.0,0.0,1029.0,Staten Island
200,882a1061d3fffff,4805.0,2447.0,0,45,7876670.0,185087.0,2419524.0,1400.0,0.0,0.0,1345.0,Staten Island
201,882a10756dfffff,3125.0,4456.0,3,324,24024965.0,2174275.0,1401595.0,758574.0,242722.0,55487.0,693.0,Staten Island
202,882a10608dfffff,3803.0,1674.0,1,126,8017047.0,120505.0,1934786.0,56164.0,64041.0,0.0,1305.0,Staten Island
203,882a1062c7fffff,2692.0,1393.0,0,116,12376337.0,206851.0,1077442.0,34145.0,47067.0,0.0,633.0,Staten Island
204,882a106227fffff,2290.0,2449.0,0,99,10825930.0,289274.0,910120.0,77416.0,14270.0,0.0,606.0,Staten Island
205,882a1061d7fffff,114.0,1281.0,0,77,20835526.0,871020.0,105004.0,52027.0,255566.0,28679.0,156.0,Staten Island
206,882a1060bdfffff,201.0,1450.0,0,22,12830585.0,112110.0,174489.0,112110.0,0.0,0.0,108.0,Staten Island
207,882a1070bbfffff,5645.0,9948.0,3,345,8373475.0,3239144.0,2497451.0,1811520.0,591898.0,38157.0,449.0,Staten Island
208,882a10606bfffff,5.0,1480.0,0,26,12059486.0,404502.0,1080.0,5438.0,254926.0,19000.0,51.0,Staten Island
209,882a106313fffff,0.0,3.0,0,2,20514177.0,2328300.0,0.0,1950.0,0.0,2275000.0,13.0,Staten Island
